symbol,name,currency,summary,category_group,category,exchange,mic
^NQUSM10102030AUDT,Nasdaq US Mid Cap Computer Hard,AUD,The Nasdaq US Mid Cap Computer Hardware Index tracks the performance of mid-capitalization US companies in the computer hardware sector. It serves as a benchmark for investors seeking exposure to this specific segment of the technology market. The index includes companies involved in the production and distribution of computer hardware.,Information Technology,Technology,NIM,
^NQUSM10102030CAD,,,,,,,
^NQUSM10102030CADN,Nasdaq US Mid Cap Computer Hard,CAD,The Nasdaq US Mid Cap Computer Hardware Index tracks the performance of mid-capitalization US companies in the computer hardware sector. It serves as a benchmark for investors seeking exposure to this specific segment of the technology market. The index includes companies involved in the production and distribution of computer hardware.,Information Technology,Technology,NIM,
^NQUSM10102030CADT,Nasdaq US Mid Cap Computer Hard,CAD,The Nasdaq US Mid Cap Computer Hardware Index tracks the performance of mid-capitalization US companies in the computer hardware sector. It serves as a benchmark for investors seeking exposure to this specific segment of the technology market. The index includes companies involved in the production and distribution of computer hardware.,Information Technology,Technology,NIM,
^NQUSM10102030EUR,Nasdaq US Mid Cap Computer Hard,EUR,The Nasdaq US Mid Cap Computer Hardware Index tracks the performance of mid-capitalization US companies in the computer hardware sector. It serves as a benchmark for investors seeking exposure to this specific segment of the technology market. The index includes companies involved in the production and distribution of computer hardware.,Information Technology,Technology,NIM,
^NQUSM10102030EURN,Nasdaq US Mid Cap Computer Hard,EUR,The Nasdaq US Mid Cap Computer Hardware Index tracks the performance of mid-capitalization US companies in the computer hardware sector. It serves as a benchmark for investors seeking exposure to this specific segment of the technology market. The index includes companies involved in the production and distribution of computer hardware.,Information Technology,Technology,NIM,
^NQUSM10102030EURT,Nasdaq US Mid Cap Computer Hard,EUR,The Nasdaq US Mid Cap Computer Hardware Index tracks the performance of mid-capitalization US companies in the computer hardware sector. It serves as a benchmark for investors seeking exposure to this specific segment of the technology market. The index includes companies involved in the production and distribution of computer hardware.,Information Technology,Technology,NIM,
^NQUSM10102030GBP,,,,,,,
^NQUSM10102030GBPN,,,,,,,
^NQUSM10102030GBPT,Nasdaq US Mid Cap Computer Hard,GBP,The Nasdaq US Mid Cap Computer Hardware Index tracks the performance of mid-capitalization US companies in the computer hardware sector. It serves as a benchmark for investors seeking exposure to this specific segment of the technology market. The index includes companies involved in the production and distribution of computer hardware.,Information Technology,Technology,NIM,
^NQUSM10102030JPY,,,,,,,
^NQUSM10102030JPYN,,,,,,,
^NQUSM10102030JPYT,Nasdaq US Mid Cap Computer Hard,JPY,The Nasdaq US Mid Cap Computer Hardware Index tracks the performance of mid-capitalization US companies in the computer hardware sector. It serves as a benchmark for investors seeking exposure to this specific segment of the technology market. The index includes companies involved in the production and distribution of computer hardware.,Information Technology,Technology,NIM,
^NQUSM10102030N,Nasdaq US Mid Cap Computer Hard,USD,The Nasdaq US Mid Cap Computer Hardware Index tracks the performance of mid-capitalization US companies in the computer hardware sector. It serves as a benchmark for investors seeking exposure to this specific segment of the technology market. The index includes companies involved in the production and distribution of computer hardware.,Information Technology,Technology,NIM,
^NQUSM10102030T,Nasdaq US Mid Cap Computer Hard,USD,The Nasdaq US Mid Cap Computer Hardware Index tracks the performance of mid-capitalization US companies in the computer hardware sector. It serves as a benchmark for investors seeking exposure to this specific segment of the technology market. The index includes companies involved in the production and distribution of computer hardware.,Information Technology,Technology,NIM,
^NQUSM101020AUD,Nasdaq US Mid Cap Technology Ha,AUD,The Nasdaq US Mid Cap Technology Hardware Index is designed to track the performance of mid-capitalization companies in the US technology hardware sector. It serves as a benchmark for investors seeking exposure to this specific segment of the market. The index includes companies involved in the production and distribution of technology hardware.,Information Technology,Technology,NIM,
^NQUSM101020AUDN,Nasdaq US Mid Cap Technology Ha,AUD,The Nasdaq US Mid Cap Technology Hardware Index is designed to track the performance of mid-capitalization companies in the US technology hardware sector. It serves as a benchmark for investors seeking exposure to this specific segment of the market. The index includes companies involved in the production and distribution of technology hardware.,Information Technology,Technology,NIM,
^NQUSM101020AUDT,Nasdaq US Mid Cap Technology Ha,AUD,The Nasdaq US Mid Cap Technology Hardware Index is designed to track the performance of mid-capitalization companies in the US technology hardware sector. It serves as a benchmark for investors seeking exposure to this specific segment of the market. The index includes companies involved in the production and distribution of technology hardware.,Information Technology,Technology,NIM,
^NQUSM101020CAD,Nasdaq US Mid Cap Technology Ha,CAD,The Nasdaq US Mid Cap Technology Hardware Index is designed to track the performance of mid-capitalization companies in the US technology hardware sector. It serves as a benchmark for investors seeking exposure to this specific segment of the market. The index includes companies involved in the production and distribution of technology hardware.,Information Technology,Technology,NIM,
^NQUSM101020CADN,Nasdaq US Mid Cap Technology Ha,CAD,The Nasdaq US Mid Cap Technology Hardware Index is designed to track the performance of mid-capitalization companies in the US technology hardware sector. It serves as a benchmark for investors seeking exposure to this specific segment of the market. The index includes companies involved in the production and distribution of technology hardware.,Information Technology,Technology,NIM,
^NQUSM101020CADT,Nasdaq US Mid Cap Technology Ha,CAD,The Nasdaq US Mid Cap Technology Hardware Index is designed to track the performance of mid-capitalization companies in the US technology hardware sector. It serves as a benchmark for investors seeking exposure to this specific segment of the market. The index includes companies involved in the production and distribution of technology hardware.,Information Technology,Technology,NIM,
^NQUSM101020EUR,Nasdaq US Mid Cap Technology Ha,EUR,The Nasdaq US Mid Cap Technology Hardware Index is designed to track the performance of mid-capitalization companies in the US technology hardware sector. It serves as a benchmark for investors seeking exposure to this specific segment of the market. The index includes companies involved in the production and distribution of technology hardware.,Information Technology,Technology,NIM,
^NQUSM101020EURN,Nasdaq US Mid Cap Technology Ha,EUR,The Nasdaq US Mid Cap Technology Hardware Index is designed to track the performance of mid-capitalization companies in the US technology hardware sector. It serves as a benchmark for investors seeking exposure to this specific segment of the market. The index includes companies involved in the production and distribution of technology hardware.,Information Technology,Technology,NIM,
^NQUSM101020EURT,Nasdaq US Mid Cap Technology Ha,EUR,The Nasdaq US Mid Cap Technology Hardware Index is designed to track the performance of mid-capitalization companies in the US technology hardware sector. It serves as a benchmark for investors seeking exposure to this specific segment of the market. The index includes companies involved in the production and distribution of technology hardware.,Information Technology,Technology,NIM,
^NQUSM101020GBP,Nasdaq US Mid Cap Technology Ha,GBP,The Nasdaq US Mid Cap Technology Hardware Index is designed to track the performance of mid-capitalization companies in the US technology hardware sector. It serves as a benchmark for investors seeking exposure to this specific segment of the market. The index includes companies involved in the production and distribution of technology hardware.,Information Technology,Technology,NIM,
^NQUSM101020GBPN,Nasdaq US Mid Cap Technology Ha,GBP,The Nasdaq US Mid Cap Technology Hardware Index is designed to track the performance of mid-capitalization companies in the US technology hardware sector. It serves as a benchmark for investors seeking exposure to this specific segment of the market. The index includes companies involved in the production and distribution of technology hardware.,Information Technology,Technology,NIM,
^NQUSM101020GBPT,Nasdaq US Mid Cap Technology Ha,GBP,The Nasdaq US Mid Cap Technology Hardware Index is designed to track the performance of mid-capitalization companies in the US technology hardware sector. It serves as a benchmark for investors seeking exposure to this specific segment of the market. The index includes companies involved in the production and distribution of technology hardware.,Information Technology,Technology,NIM,
^NQUSM101020JPY,Nasdaq US Mid Cap Technology Ha,JPY,The Nasdaq US Mid Cap Technology Hardware Index is designed to track the performance of mid-capitalization companies in the US technology hardware sector. It serves as a benchmark for investors seeking exposure to this specific segment of the market. The index includes companies involved in the production and distribution of technology hardware.,Information Technology,Technology,NIM,
^NQUSM101020JPYN,Nasdaq US Mid Cap Technology Ha,JPY,The Nasdaq US Mid Cap Technology Hardware Index is designed to track the performance of mid-capitalization companies in the US technology hardware sector. It serves as a benchmark for investors seeking exposure to this specific segment of the market. The index includes companies involved in the production and distribution of technology hardware.,Information Technology,Technology,NIM,
^NQUSM101020JPYT,Nasdaq US Mid Cap Technology Ha,JPY,The Nasdaq US Mid Cap Technology Hardware Index is designed to track the performance of mid-capitalization companies in the US technology hardware sector. It serves as a benchmark for investors seeking exposure to this specific segment of the market. The index includes companies involved in the production and distribution of technology hardware.,Information Technology,Technology,NIM,
^NQUSM101020N,Nasdaq US Mid Cap Technology Ha,USD,The Nasdaq US Mid Cap Technology Hardware Index is designed to track the performance of mid-capitalization companies in the US technology hardware sector. It serves as a benchmark for investors seeking exposure to this specific segment of the market. The index includes companies involved in the production and distribution of technology hardware.,Information Technology,Technology,NIM,
