symbol,name,base_currency,quote_currency,summary,exchange
PLNCHF=X,PLN/CHF,PLN,CHF,"The exchange rate between the Polish Zloty (PLN) and the Swiss Franc (CHF). It shows the value of the Polish Zloty relative to the Swiss Franc. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PLNCNY=X,PLN/CNY,PLN,CNY,"The exchange rate between the Polish Zloty (PLN) and the Chinese Yuan (CNY). It shows the value of the Polish Zloty relative to the Chinese Yuan. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PLNCZK=X,PLN/CZK,PLN,CZK,"The exchange rate between the Polish Zloty (PLN) and the Czech Koruna (CZK). It shows the value of the Polish Zloty relative to the Czech Koruna. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PLNCZX=X,PLN/CZX,PLN,CZX,The Polish Zloty to Czech Koruna exchange rate. It shows how many Czech Koruna are needed to purchase one Polish Zloty. It is a direct currency pair quote.,CCY
PLNDKK=X,PLN/DKK,PLN,DKK,"The exchange rate between the Polish Zloty (PLN) and the Danish Krone (DKK). It shows the value of the Polish Zloty relative to the Danish Krone. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PLNDKX=X,PLN/DKX,PLN,DKX,The Polish Zloty to Danish Krone exchange rate. It shows how many Danish Krone are needed to purchase one Polish Zloty. It is a direct currency pair quote.,CCY
PLNEUR=X,PLN/EUR,PLN,EUR,"The exchange rate between the Polish Zloty (PLN) and the Euro (EUR). It shows the value of the Polish Zloty relative to the Euro. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PLNGBP=X,PLN/GBP,PLN,GBP,"The exchange rate between the Polish Zloty (PLN) and the British Pound (GBP). It shows the value of the Polish Zloty relative to the British Pound. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PLNHRX=X,PLN/HRX,PLN,HRX,,CCY
PLNHUF=X,PLN/HUF,PLN,HUF,"The exchange rate between the Polish Zloty (PLN) and the Hungarian Forint (HUF). It shows the value of the Polish Zloty relative to the Hungarian Forint. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PLNHUX=X,PLN/HUX,PLN,HUX,,CCY
PLNILS=X,PLN/ILS,PLN,ILS,"The exchange rate between the Polish Zloty (PLN) and the Israeli Shekel (ILS). It shows the value of the Polish Zloty relative to the Israeli Shekel. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PLNINR=X,PLN/INR,PLN,INR,"The exchange rate between the Polish Zloty (PLN) and the Indian Rupee (INR). It shows the value of the Polish Zloty relative to the Indian Rupee. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PLNJPY=X,PLN/JPY,PLN,JPY,"The exchange rate between the Polish Zloty (PLN) and the Japanese Yen (JPY). It shows the value of the Polish Zloty relative to the Japanese Yen. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PLNRSD=X,PLN/RSD,PLN,RSD,"The exchange rate between the Polish Zloty (PLN) and the Serbian Dinar (RSD). It shows the value of the Polish Zloty relative to the Serbian Dinar. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PLNRUB=X,PLN/RUB,PLN,RUB,"The exchange rate between the Polish Zloty (PLN) and the Russian Ruble (RUB). It shows the value of the Polish Zloty relative to the Russian Ruble. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PLNRUX=X,PLN/RUX,PLN,RUX,,CCY
PLNSEK=X,PLN/SEK,PLN,SEK,"The exchange rate between the Polish Zloty (PLN) and the Swedish Krona (SEK). It shows the value of the Polish Zloty relative to the Swedish Krona. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PLNTHB=X,PLN/THB,PLN,THB,"The exchange rate between the Polish Zloty (PLN) and the Thai Baht (THB). It shows the value of the Polish Zloty relative to the Thai Baht. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PLNTHX=X,PLN/THX,PLN,THX,,CCY
PLNUSD=X,PLN/USD,PLN,USD,"The exchange rate between the Polish Zloty (PLN) and the United States Dollar (USD). It shows the value of the Polish Zloty relative to the United States Dollar. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PLNXCU=X,PLN/XCU,PLN,XCU,,CCY
PLNXDR=X,PLN/XDR,PLN,XDR,The exchange rate between the Polish Zloty (PLN) and the Special Drawing Rights (XDR). The XDR is an international reserve asset created by the International Monetary Fund (IMF) to supplement the official reserves of its member countries. The exchange rate reflects the value of the Polish Zloty in terms of this basket of currencies.,CCY
PLNZAR=X,PLN/ZAR,PLN,ZAR,"The exchange rate between the Polish Zloty (PLN) and the South African Rand (ZAR). It shows the value of the Polish Zloty relative to the South African Rand. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PLX=X,USD/PLX,USD,PLX,The value of 1 U.S. dollar (USD) expressed in Polish Zloty (PLN). It's a foreign exchange rate showing how many PLN are needed to purchase one USD. The rate fluctuates based on various economic factors.,CCY
PYG=X,USD/PYG,USD,PYG,"The exchange rate between the United States Dollar (USD) and the Paraguayan Guarani (PYG), indicating how many Paraguayan Guarani are needed to purchase one US dollar. It is an indicator of Paraguay's economic health and its currency's value on the international market. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PYGBRX=X,PYG/BRX,PYG,BRX,,CCY
PYGUSD=X,PYG/USD,PYG,USD,"The exchange rate between the Paraguayan Guarani (PYG) and the United States Dollar (USD). It shows the value of the Paraguayan Guarani relative to the United States Dollar. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
QAR=X,USD/QAR,USD,QAR,"The exchange rate between the United States Dollar (USD) and the Qatari Riyal (QAR), indicating how many Qatari Riyal are needed to purchase one US dollar. It is a key indicator of Qatar's economic health and its currency's value on the international market. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
QARAED=X,QAR/AED,QAR,AED,"The exchange rate between the Qatari Riyal (QAR) and the United Arab Emirates Dirham (AED). It shows the value of the Qatari Riyal relative to the UAE Dirham. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
QARBRX=X,QAR/BRX,QAR,BRX,,CCY
QAREUR=X,QAR/EUR,QAR,EUR,"The exchange rate between the Qatari Riyal (QAR) and the Euro (EUR). It shows the value of the Qatari Riyal relative to the Euro. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
QARGBP=X,QAR/GBP,QAR,GBP,"The exchange rate between the Qatari Riyal (QAR) and the British Pound (GBP). It shows the value of the Qatari Riyal relative to the British Pound. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
QARJPY=X,QAR/JPY,QAR,JPY,"The exchange rate between the Qatari Riyal (QAR) and the Japanese Yen (JPY). It shows the value of the Qatari Riyal relative to the Japanese Yen. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
QAROMR=X,QAR/OMR,QAR,OMR,"The exchange rate between the Qatari Riyal (QAR) and the Omani Rial (OMR). It shows the value of the Qatari Riyal relative to the Omani Rial. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
QARPKR=X,QAR/PKR,QAR,PKR,"The exchange rate between the Qatari Riyal (QAR) and the Pakistani Rupee (PKR). It shows the value of the Qatari Riyal relative to the Pakistani Rupee. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
QARSGD=X,QAR/SGD,QAR,SGD,"The exchange rate between the Qatari Riyal (QAR) and the Singapore Dollar (SGD). It shows the value of the Qatari Riyal relative to the Singapore Dollar. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
QARTHX=X,QAR/THX,QAR,THX,,CCY
QARUSD=X,QAR/USD,QAR,USD,"The exchange rate between the Qatari Riyal (QAR) and the United States Dollar (USD). It shows the value of the Qatari Riyal relative to the United States Dollar. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
