symbol,name,currency,summary,family,exchange
TRPXX,Invesco Treasury Portfolio,USD,"Invesco Treasury Portfolio is a money market fund managed by Invesco, focusing on investments in U.S. Treasury securities to provide current income while preserving capital and maintaining liquidity. Invesco is a global investment management firm headquartered in Atlanta, Georgia, offering a wide range of investment solutions to institutions and individuals.",Short-Term Investment Trust,NAS
TRRXX,,USD,,,NAS
TRVXX,Treasury Fund,USD,Treasury Fund EMPTY,State Street Institutional Investment Trust,NAS
TRZXX,T. Rowe Price U.S. Treasury Money Fund,USD,"T. Rowe Price U.S. Treasury Money Fund is a money market fund managed by T. Rowe Price, investing primarily in U.S. Treasury securities to provide current income while preserving capital and maintaining liquidity. T. Rowe Price is a global investment management firm headquartered in Baltimore, Maryland.","T. Rowe Price U.S. Treasury Funds, Inc.",NAS
TSCXX,T. Rowe Price Summit Cash Reserves Fund,USD,"T. Rowe Price Summit Cash Reserves Fund is a money market fund managed by T. Rowe Price aiming to provide current income consistent with capital preservation and liquidity, investing in high-quality, short-term money market instruments. T. Rowe Price is a global investment management firm headquartered in Baltimore, Maryland.","T. Rowe Price Summit Funds, Inc.",NAS
TSDXX,Federal Trust Fund,USD,Federal Trust Fund EMPTY,BlackRock Liquidity Funds,NAS
TSGXX,,USD,,,NAS
TSLXX,Treasury Trust Fund,USD,Treasury Trust Fund EMPTY,BlackRock Liquidity Funds,NAS
TSPXX,Invesco Treasury Obligations Portfolio,USD,"Invesco Treasury Obligations Portfolio is a money market fund managed by Invesco, focusing on investments in U.S. Treasury securities to provide current income while preserving capital and maintaining liquidity. Invesco is a global investment management firm headquartered in Atlanta, Georgia, offering a wide range of investment solutions to institutions and individuals.",Short-Term Investment Trust,NAS
TSTXX,T-Fund,USD,T-Fund EMPTY,BlackRock Liquidity Funds,NAS
TTAXX,,USD,,,NAS
TTDXX,Treasury Trust Fund,USD,Treasury Trust Fund EMPTY,BlackRock Liquidity Funds,NAS
TTGXX,Government Money Fund,USD,Government Money Fund EMPTY,T Rowe Price Government Money Funds Inc,NAS
TTIXX,Federated Trust for U.S. Treasury Obligations,USD,"Federated Trust for U.S. Treasury Obligations is a money market fund managed by Federated Hermes, focusing on investments in U.S. Treasury securities and repurchase agreements collateralized by such securities, aiming to provide current income while preserving capital and maintaining liquidity. Federated Hermes, located in Pittsburgh, PA, is a diversified global investment manager.",Money Market Obligations Trust,NAS
TTOXX,Federated Trust for U.S. Treasury Obligations,USD,"Federated Trust for U.S. Treasury Obligations is a money market fund managed by Federated Hermes, focusing on investments in U.S. Treasury securities and repurchase agreements collateralized by such securities, aiming to provide current income while preserving capital and maintaining liquidity. Federated Hermes, located in Pittsburgh, PA, is a diversified global investment manager.",Money Market Obligations Trust,NAS
TTTXX,Treasury Trust Fund,USD,Treasury Trust Fund EMPTY,BlackRock Liquidity Funds,NAS
TUGXX,U.S. Government Money Market Fund,USD,U.S. Government Money Market Fund EMPTY,RBC Funds Trust,NAS
TUIXX,U.S. Government Money Market Fund,USD,U.S. Government Money Market Fund EMPTY,RBC Funds Trust,NAS
TWNXX,T. Rowe Price Maryland Tax-Free Money Fund,USD,"T. Rowe Price Maryland Tax-Free Money Fund is a money market fund managed by T. Rowe Price, focusing on providing Maryland investors with federally and state tax-exempt income while preserving capital and maintaining liquidity through investments in short-term Maryland municipal securities. T. Rowe Price is a global investment management firm headquartered in Baltimore, Maryland.",T. Rowe Price State Tax-Free Income Trust,NAS
TXMXX,DWS Tax-Exempt Portfolio,USD,"DWS Tax-Exempt Portfolio is a money market fund managed by DWS Investment Management Americas, Inc., seeking to provide current income exempt from federal income tax consistent with capital preservation and liquidity through investments in short-term municipal obligations. DWS Group GmbH & Co. KGaA is a global asset management firm headquartered in Frankfurt, Germany.",Cash Account Trust,NAS
TXPXX,Invesco Treasury Obligations Portfolio,USD,"Invesco Treasury Obligations Portfolio is a money market fund managed by Invesco, focusing on investments in U.S. Treasury securities to provide current income while preserving capital and maintaining liquidity. Invesco is a global investment management firm headquartered in Atlanta, Georgia, offering a wide range of investment solutions to institutions and individuals.",Short-Term Investment Trust,NAS
TYCXX,Invesco Treasury Portfolio,USD,"Invesco Treasury Portfolio is a money market fund managed by Invesco, focusing on investments in U.S. Treasury securities to provide current income while preserving capital and maintaining liquidity. Invesco is a global investment management firm headquartered in Atlanta, Georgia, offering a wide range of investment solutions to institutions and individuals.",Short-Term Investment Trust,NAS
UCMXX,,USD,,,NAS
UFAXX,,USD,,,NAS
UFGXX,,USD,,,NAS
UFXXX,,USD,,,NAS
UMFXX,,USD,,,NAS
UMGXX,,USD,,,NAS
UMPXX,,USD,,,NAS
UMQXX,,USD,,,NAS
UMRXAU.SW,GOLD1UZCHF,CHF,GOLD1UZCHF EMPTY,,EBS
UMTXX,,USD,,,NAS
UMUXX,,USD,,,NAS
UPIXX,UBS Select Prime Investor Fund,USD,"UBS Select Prime Investor Fund is a money market fund managed by UBS, aiming to provide current income consistent with capital preservation and liquidity through investments in high-quality, short-term money market instruments. UBS is a global financial services firm headquartered in Zurich and Basel, Switzerland, offering wealth management, investment banking, and asset management services.",,NAS
UPPXX,UBS Select Prime Preferred Fund,USD,"UBS Select Prime Preferred Fund is a money market fund managed by UBS, aiming to provide current income consistent with capital preservation and liquidity through investments in high-quality, short-term money market instruments. UBS is a global financial services firm headquartered in Zurich and Basel, Switzerland, offering wealth management, investment banking, and asset management services.",,NAS
UPRXX,Prime Reserve  Fund,USD,Prime Reserve Fund EMPTY,Ubs Money Series,NAS
USEXX,USAA Tax Exempt Money Market Fund,USD,"USAA Tax Exempt Money Market Fund is a money market fund managed by USAA Investment Management Company, seeking to provide investors with current income exempt from federal income tax consistent with preservation of capital and liquidity through investments in short-term municipal securities. USAA, headquartered in San Antonio, Texas, is a diversified financial services group serving members of the U.S. military and their families.",USAA Mutual Funds Trust,NAS
USGXX,American Freedom U.S. Government Money Market Fund,USD,"American Freedom U.S. Government Money Market Fund is a money market fund that invests primarily in securities issued or guaranteed by the U.S. government or its agencies, seeking to provide current income while maintaining liquidity and capital preservation. Further information on the specific management company and headquarters is needed.",,NAS
UTAXX,,USD,,,NAS
UTIXX,Federated Hermes U.S. Treasury Cash Reserves,USD,"Federated Hermes U.S. Treasury Cash Reserves is a money market fund managed by Federated Hermes, focusing on investments in U.S. Treasury securities and repurchase agreements collateralized by such securities, aiming to provide current income while preserving capital and maintaining liquidity. Federated Hermes, located in Pittsburgh, PA, is a diversified global investment manager.",Money Market Obligations Trust,NAS
UTSXX,The United States Treasury Trust,USD,The United States Treasury Trust EMPTY,Shelton Funds,NAS
VAMXX,,USD,,,NAS
VCAXX,JPMorgan California Municipal Money Market Fund,USD,"JPMorgan California Municipal Money Market Fund is a money market fund managed by JPMorgan Chase & Co., focusing on providing California investors with federally and state tax-exempt income while preserving capital and maintaining liquidity through investments in short-term California municipal securities. JPMorgan Chase & Co. is a global financial services firm headquartered in New York City.",JPMorgan Trust I,NAS
